형태소,품사,분류,카운트
favorite,Alpha,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg,1
feel,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",1
feel,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",1
feeling,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",3
feeling,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",3
feminist,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
feminist,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
fighting,Alpha,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
fighting,Alpha,Rose: With loren -I am fighting with him,2
fighting,Alpha,"STREAM 🙌 Everyone can help, together we are strong. Blinks fighting!",1
fighting,Alpha,"STREAM 🙌 Everyone can help, together we are strong. Blinks fighting!""",1
fighting,Alpha,Therapist: “So Rosé... why were you and that boy fighting?”,1
find,Alpha,"24,""Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.""",1
find,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
find,Alpha,"Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.",1
find,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
finest,Alpha,"25,""BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.""",1
finest,Alpha,"BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.",1
first,Alpha,"27,""• The first act in KPOP to get a 1B in debut;",1
first,Alpha,• The first act in KPOP to get a 1B in debut;,1
first,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",2
first,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",2
first,Alpha,• the first group of KPOP to get 1b; ,2
flav,Alpha,flav _,1
flower,Alpha,flower 04,1
foget,Alpha,"7,Guys pls dont' foget vote BLACKPINK in MAMA 2020.",1
foget,Alpha,Guys pls dont' foget vote BLACKPINK in MAMA 2020.,1
footage,Alpha,"3,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink",1
footage,Alpha,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink,1
for,Alpha,"22,""Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
for,Alpha,"25,""BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.""",2
for,Alpha,"3,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink",1
for,Alpha,"32,Vote for BLACKPINK in MAMA guys",1
for,Alpha,"4,""“We were born to be alone but why we still looking for love”",1
for,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
for,Alpha,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
for,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",6
for,Alpha,"BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.",2
for,Alpha,"BLACKPINK: """"Sorry but not for us""""",6
for,Alpha,"Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
for,Alpha,Blinks please vote for Blackpink in the MWAVE APP. (MAMA 2020) ,1
for,Alpha,But we’re still looking for love,2
for,Alpha,But why we still looking for love,4
for,Alpha,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...,1
for,Alpha,Vote for BLACKPINK in MAMA guys,1
for,Alpha,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink,1
for,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
for,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",6
for,Alpha,“We were born to be alone but why we still looking for love”,1
forget,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
forget,Alpha,"57,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.",1
forget,Alpha,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.,1
forget,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
from,Alpha,"25,""BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.""",2
from,Alpha,"28,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool",1
from,Alpha,"BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.",2
from,Alpha,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool,1
fullest,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",1
fullest,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",1
ganando,Alpha,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
ganando,Alpha,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
get,Alpha,"19,""Me: trying to get the Korean parts.",1
get,Alpha,"27,""• The first act in KPOP to get a 1B in debut;",1
get,Alpha,"58,""Who else wants this to get 500 m before 2020 ends?",1
get,Alpha,Me: trying to get the Korean parts.,1
get,Alpha,Who else wants this to get 500 m before 2020 ends?,1
get,Alpha,• The first act in KPOP to get a 1B in debut;,1
get,Alpha,• the first group of KPOP to get 1b; ,2
girls,Alpha,"13,""In lovesick girls  ,  are you notice that they was not say      (  BLACK PINK IN YOUR AREA )""",1
girls,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
girls,Alpha,Blackpink: we are the lovesick girls,1
girls,Alpha,"In lovesick girls  ,  are you notice that they was not say      (  BLACK PINK IN YOUR AREA )",1
girls,Alpha,Lovesick girls,6
girls,Alpha,Lovesick girls ,2
girls,Alpha,We are the lovesick girls,12
girls,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
glad,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
glad,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
gorgeous,Alpha,"38,my Dad said they’re gorgeous and that Rose is cute",1
gorgeous,Alpha,"Rose: The most gorgeous one, the princess",1
gorgeous,Alpha,"Rose: The most gorgeous one, the princess""",1
gorgeous,Alpha,my Dad said they’re gorgeous and that Rose is cute,1
gorlllll,Alpha,Me: gorlllll i question that to myself everyday,1
gorlllll,Alpha,"Me: gorlllll i question that to myself everyday""",1
got,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
got,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
gotta,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
gotta,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
gray,Alpha,darker than gray lighter than red enthusiast,1
group,Alpha,"25,""BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.""",1
group,Alpha,"BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.",1
group,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",1
group,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",1
group,Alpha,• the first group of KPOP to get 1b; ,2
grow,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
grow,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
guys,Alpha,"32,Vote for BLACKPINK in MAMA guys",1
guys,Alpha,Vote for BLACKPINK in MAMA guys,1
hablo,Alpha,"17,Creo que hablo por todos diciendo que extrañamos a la Jennie enfermera qwq",1
hablo,Alpha,Creo que hablo por todos diciendo que extrañamos a la Jennie enfermera qwq,1
had,Alpha,"24,""Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.""",1
had,Alpha,"Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.",1
hae,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in",1
hae,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in""",1
hair,Alpha,"30,""I wish when Blackpink comeback again, please makes Rosé with her black hair:(""",1
hair,Alpha,"I wish when Blackpink comeback again, please makes Rosé with her black hair:(",1
halloween,Alpha,"52,""Who's watching now in halloween?",1
halloween,Alpha,Who's watching now in halloween?,1
has,Alpha,"45,This song is just so refreshing to the ears it's not like their other songs that has a lot of beats to it",1
has,Alpha,"55,""this music video has everything; the visuals, the aesthetics, the acting, etc.. and ofc the song sounds nostalgic""",1
has,Alpha,This song is just so refreshing to the ears it's not like their other songs that has a lot of beats to it,1
has,Alpha,"this music video has everything; the visuals, the aesthetics, the acting, etc.. and ofc the song sounds nostalgic",1
has,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",1
has,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",1
hasta,Alpha,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
hasta,Alpha,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
hate,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",2
hate,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",2
hate,Alpha,"44,""Haters: I hate BLACKPINK",1
hate,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,2
hate,Alpha,Haters: I hate BLACKPINK,1
hate,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",2
haters,Alpha,"24,""Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.""",1
haters,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
haters,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
haters,Alpha,"Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.",1
haters,Alpha,•How you like that is about their success and karma hitting haters,1
haters,Alpha,•Pretty Savage is a diss to haters,1
hating,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",2
hating,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,2
have,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in",2
have,Alpha,"Jisoo : I'm Jisoo i'm okay, I don't have Loren but I have Jung hae in""",2
have,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",2
have,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",2
haven,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,1
having,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
having,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
hay,Alpha,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
hay,Alpha,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
he,Alpha,Rosé: “H-he brought the wrong type of pink!!!”,1
he,Alpha,"Rosé: “H-he brought the wrong type of pink!!!”""",1
he,Alpha,because he buy the wrong type of pink !!,2
heart,Alpha,"The most heart warming lyrics, rhythm and melody ever",2
help,Alpha,"21,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote",1
help,Alpha,Jennie: With loren-Don't doctor help me when i am lovesick .,1
help,Alpha,"Jennie: With loren-Don't doctor help me when i am lovesick .""",1
help,Alpha,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote,1
help,Alpha,No doctor could help when I’m lovesick,2
help,Alpha,"STREAM 🙌 Everyone can help, together we are strong. Blinks fighting!",1
help,Alpha,"STREAM 🙌 Everyone can help, together we are strong. Blinks fighting!""",1
helpful,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
helpful,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
her,Alpha,"30,""I wish when Blackpink comeback again, please makes Rosé with her black hair:(""",1
her,Alpha,"I wish when Blackpink comeback again, please makes Rosé with her black hair:(",1
here,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
here,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
him,Alpha,Rose: With loren -I am fighting with him,2
history,Alpha,"25,""BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.""",1
history,Alpha,"BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.",1
hitting,Alpha,•How you like that is about their success and karma hitting haters,1
honestly,Alpha,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
honestly,Alpha,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...,1
horas,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
hours,Alpha,10 hours ago,1
hours,Alpha,11 hours ago,1
hours,Alpha,15 hours ago,2
hours,Alpha,16 hours ago,2
hours,Alpha,18 hours ago (edited),1
hours,Alpha,19 hours ago,8
hours,Alpha,19 hours ago (edited),2
hours,Alpha,2 hours ago,1
hours,Alpha,20 hours ago,8
hours,Alpha,21 hours ago,1
hours,Alpha,21 hours ago (edited),1
hours,Alpha,23 hours ago,1
hours,Alpha,5 hours ago,1
hours,Alpha,8 hours ago,4
hours,Alpha,9 hours ago,3
how,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
how,Alpha,"43,""Guys English isn’t my native language, can you tell me how to pronounce this song? I’ve been pronouncing it soty""",1
how,Alpha,"Guys English isn’t my native language, can you tell me how to pronounce this song? I’ve been pronouncing it soty",1
how,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,1
how,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
